relative_path,bytes,pages,text_chars,status,text_file
1.0 Maintenance & Repair\1.11 HSEC - M&R\3. Quick Win\Tool for Removing the Pin on 793 OHT.pdf,4513210,6,5604,ok,texts\1.0 Maintenance & Repair__1.11 HSEC - M&R__3. Quick Win__Tool for Removing the Pin on 793 OHT.txt
1.0 Maintenance & Repair\1.11 HSEC - M&R\3. Quick Win\Wheel Chock Mobility.pdf,167413,4,6469,ok,texts\1.0 Maintenance & Repair__1.11 HSEC - M&R__3. Quick Win__Wheel Chock Mobility.txt
2.0 Application\2.02 Haul Road Management\1. Strategic\Cost Reduction Through Haul Road Management Process.pdf,153330,7,12425,ok,texts\2.0 Application__2.02 Haul Road Management__1. Strategic__Cost Reduction Through Haul Road Management Process.txt
2.0 Application\2.02 Haul Road Management\1. Strategic\Haul Road Optimization.pdf,189238,6,11797,ok,texts\2.0 Application__2.02 Haul Road Management__1. Strategic__Haul Road Optimization.txt
2.0 Application\2.02 Haul Road Management\1. Strategic\Road Analysis Control (RAC) .pdf,1190183,0,0,error,
2.0 Application\2.03 Payload Management\1. Strategic\Payload Management.pdf,1885057,16,25019,ok,texts\2.0 Application__2.03 Payload Management__1. Strategic__Payload Management.txt
2.0 Application\2.03 Payload Management\2. Tactical\Managing Payload on 992G Wheel Loaders.pdf,293413,7,8297,ok,texts\2.0 Application__2.03 Payload Management__2. Tactical__Managing Payload on 992G Wheel Loaders.txt
2.0 Application\2.03 Payload Management\2. Tactical\Measuring New Empty Machine Weight (EMW).pdf,588368,5,9377,ok,texts\2.0 Application__2.03 Payload Management__2. Tactical__Measuring New Empty Machine Weight (EMW).txt
"2.0 Application\2.04 Training - Application\1. Strategic\Dealer, Customer, Municipalities - Partnership to Develop Operators.pdf",265402,7,10501,ok,"texts\2.0 Application__2.04 Training - Application__1. Strategic__Dealer, Customer, Municipalities - Partnership to Develop Operators.txt"
2.0 Application\2.04 Training - Application\2. Tactical\Excessive Idling - Reducing Fuel Consumption with VIMS and MineStar Health.pdf,108674,6,10775,ok,texts\2.0 Application__2.04 Training - Application__2. Tactical__Excessive Idling - Reducing Fuel Consumption with VIMS and MineStar Health.txt
2.0 Application\2.04 Training - Application\2. Tactical\Mining Equipment Operation Improvement Program.pdf,10427297,6,8424,ok,texts\2.0 Application__2.04 Training - Application__2. Tactical__Mining Equipment Operation Improvement Program.txt
2.0 Application\2.04 Training - Application\2. Tactical\Road Defect Management Training Exercise.pdf,2283516,8,14078,ok,texts\2.0 Application__2.04 Training - Application__2. Tactical__Road Defect Management Training Exercise.txt
2.0 Application\2.04 Training - Application\2. Tactical\VIMS Utilization & Operator Training.pdf,404956,10,15856,ok,texts\2.0 Application__2.04 Training - Application__2. Tactical__VIMS Utilization & Operator Training.txt
2.0 Application\2.04 Training - Application\3. Quick Win\Correct Gear Reminder While Ascending Up a Grade.pdf,51051,3,4431,ok,texts\2.0 Application__2.04 Training - Application__3. Quick Win__Correct Gear Reminder While Ascending Up a Grade.txt
2.0 Application\2.04 Training - Application\3. Quick Win\Correct Gear Reminder While Descending Down a Grade Using ARC.pdf,88153,3,4599,ok,texts\2.0 Application__2.04 Training - Application__3. Quick Win__Correct Gear Reminder While Descending Down a Grade Using ARC.txt
2.0 Application\2.04 Training - Application\3. Quick Win\Operator Perception .pdf,624021,4,6670,ok,texts\2.0 Application__2.04 Training - Application__3. Quick Win__Operator Perception.txt
2.0 Application\2.04 Training - Application\3. Quick Win\Tracking Abusive Shifts on Large Off Highway Trucks.pdf,120257,8,10223,ok,texts\2.0 Application__2.04 Training - Application__3. Quick Win__Tracking Abusive Shifts on Large Off Highway Trucks.txt
2.0 Application\2.05 Productivity Analysis\2. Tactical\Using Video Overlay for Communication of Mine Site Opportunities.pdf,5361625,13,22870,ok,texts\2.0 Application__2.05 Productivity Analysis__2. Tactical__Using Video Overlay for Communication of Mine Site Opportunities.txt
2.0 Application\2.06 GET Management\1. Strategic\Auxiliary Fleet and Loaders GET Chart for Preventive Maintenance.pdf,3095936,7,7871,ok,texts\2.0 Application__2.06 GET Management__1. Strategic__Auxiliary Fleet and Loaders GET Chart for Preventive Maintenance.txt
2.0 Application\2.06 GET Management\2. Tactical\Improving GET Replacement Process.pdf,763640,10,14403,ok,texts\2.0 Application__2.06 GET Management__2. Tactical__Improving GET Replacement Process.txt
2.0 Application\2.06 GET Management\2. Tactical\Motor Grader Ripper - Mounted Mining Bit System.pdf,319581,7,9072,ok,texts\2.0 Application__2.06 GET Management__2. Tactical__Motor Grader Ripper - Mounted Mining Bit System.txt
"2.0 Application\2.06 GET Management\2. Tactical\Tool for Removing the Teeth Ripper in 16 (G,H,M) & 24 (H,M) Motorgraders.pdf",346702,6,8187,ok,"texts\2.0 Application__2.06 GET Management__2. Tactical__Tool for Removing the Teeth Ripper in 16 (G,H,M) & 24 (H,M) Motorgraders.txt"
2.0 Application\2.06 GET Management\3. Quick Win\Backhoe-Hammer to remove large mining GET.pdf,489486,6,6862,ok,texts\2.0 Application__2.06 GET Management__3. Quick Win__Backhoe-Hammer to remove large mining GET.txt
2.0 Application\2.07 HSEC - Application\1. Strategic\Safety Processes for a Mine Site.pdf,267187,13,30711,ok,texts\2.0 Application__2.07 HSEC - Application__1. Strategic__Safety Processes for a Mine Site.txt
3.0 Component Life Management\3.01 Improving Component Life\1. Strategic\Component Life Management Improvement Process.pdf,234941,13,17409,ok,texts\3.0 Component Life Management__3.01 Improving Component Life__1. Strategic__Component Life Management Improvement Process.txt
3.0 Component Life Management\3.01 Improving Component Life\3. Quick Win\OHT Brake Group Baseline Wear Indicator Plate.pdf,731008,6,124,ok,texts\3.0 Component Life Management__3.01 Improving Component Life__3. Quick Win__OHT Brake Group Baseline Wear Indicator Plate.txt
3.0 Component Life Management\3.02 Component Life Tracking\2. Tactical\Getting Started With MCTS.pdf,1160330,8,11563,ok,texts\3.0 Component Life Management__3.02 Component Life Tracking__2. Tactical__Getting Started With MCTS.txt
3.0 Component Life Management\3.02 Component Life Tracking\2. Tactical\MCTS used to Manage & Monitor Component Life.pdf,1638215,10,16081,ok,texts\3.0 Component Life Management__3.02 Component Life Tracking__2. Tactical__MCTS used to Manage & Monitor Component Life.txt
3.0 Component Life Management\3.02 Component Life Tracking\2. Tactical\Using Weibull To Determine Optimal Component Life Cycle Analysis.pdf,1456974,8,12938,error,
3.0 Component Life Management\3.03 Fluid Cleanliness\1. Strategic\Fluid Cleanliness Management.pdf,1781730,5,10817,ok,texts\3.0 Component Life Management__3.03 Fluid Cleanliness__1. Strategic__Fluid Cleanliness Management.txt
3.0 Component Life Management\3.03 Fluid Cleanliness\2. Tactical\Bulk Fuel Cleanliness Management.pdf,204970,6,9295,ok,texts\3.0 Component Life Management__3.03 Fluid Cleanliness__2. Tactical__Bulk Fuel Cleanliness Management.txt
3.0 Component Life Management\3.03 Fluid Cleanliness\2. Tactical\Bulk Fuel Filtration.pdf,2296582,6,7903,ok,texts\3.0 Component Life Management__3.03 Fluid Cleanliness__2. Tactical__Bulk Fuel Filtration.txt
3.0 Component Life Management\3.03 Fluid Cleanliness\2. Tactical\Bulk Fuel Storage and Handling.pdf,107224,5,9916,ok,texts\3.0 Component Life Management__3.03 Fluid Cleanliness__2. Tactical__Bulk Fuel Storage and Handling.txt
3.0 Component Life Management\3.03 Fluid Cleanliness\2. Tactical\Bulk Oil Filtration.pdf,263869,6,12131,ok,texts\3.0 Component Life Management__3.03 Fluid Cleanliness__2. Tactical__Bulk Oil Filtration.txt
3.0 Component Life Management\3.03 Fluid Cleanliness\2. Tactical\Improving the Hydraulic Fluid Cleanliness of 794AC Fleet.pdf,1847632,11,18727,ok,texts\3.0 Component Life Management__3.03 Fluid Cleanliness__2. Tactical__Improving the Hydraulic Fluid Cleanliness of 794AC Fleet.txt
3.0 Component Life Management\3.03 Fluid Cleanliness\2. Tactical\Measuring Oil Cleanliness.pdf,1775307,4,7258,ok,texts\3.0 Component Life Management__3.03 Fluid Cleanliness__2. Tactical__Measuring Oil Cleanliness.txt
3.0 Component Life Management\3.03 Fluid Cleanliness\2. Tactical\Off-Board Machine Filtration.pdf,60972,6,13399,ok,texts\3.0 Component Life Management__3.03 Fluid Cleanliness__2. Tactical__Off-Board Machine Filtration.txt
3.0 Component Life Management\3.03 Fluid Cleanliness\2. Tactical\Oil Drain Interval Extension.pdf,61261,4,6967,ok,texts\3.0 Component Life Management__3.03 Fluid Cleanliness__2. Tactical__Oil Drain Interval Extension.txt
3.0 Component Life Management\3.03 Fluid Cleanliness\2. Tactical\On-Board Machine Filtration.pdf,1772247,4,8871,ok,texts\3.0 Component Life Management__3.03 Fluid Cleanliness__2. Tactical__On-Board Machine Filtration.txt
3.0 Component Life Management\3.03 Fluid Cleanliness\2. Tactical\SOS Lab Data Entry Improvement using New Electronic System.pdf,428966,7,6574,ok,texts\3.0 Component Life Management__3.03 Fluid Cleanliness__2. Tactical__SOS Lab Data Entry Improvement using New Electronic System.txt
3.0 Component Life Management\3.03 Fluid Cleanliness\3. Quick Win\Ensuring Proper Lube with Quick Disconnect Fittings.pdf,199371,3,4884,ok,texts\3.0 Component Life Management__3.03 Fluid Cleanliness__3. Quick Win__Ensuring Proper Lube with Quick Disconnect Fittings.txt
3.0 Component Life Management\3.03 Fluid Cleanliness\3. Quick Win\High Efficiency Breather Filters.pdf,1959603,3,4984,ok,texts\3.0 Component Life Management__3.03 Fluid Cleanliness__3. Quick Win__High Efficiency Breather Filters.txt
3.0 Component Life Management\3.03 Fluid Cleanliness\3. Quick Win\Reduction of Internal Contamination for Hoses.pdf,2138752,5,6596,ok,texts\3.0 Component Life Management__3.03 Fluid Cleanliness__3. Quick Win__Reduction of Internal Contamination for Hoses.txt
3.0 Component Life Management\3.03 Fluid Cleanliness\3. Quick Win\Self Contained Bulk Oil Filtration Day Tank.pdf,122639,4,7693,ok,texts\3.0 Component Life Management__3.03 Fluid Cleanliness__3. Quick Win__Self Contained Bulk Oil Filtration Day Tank.txt
3.0 Component Life Management\3.03 Fluid Cleanliness\3. Quick Win\Series High Efficiency Fuel Filters.pdf,228944,5,7140,ok,texts\3.0 Component Life Management__3.03 Fluid Cleanliness__3. Quick Win__Series High Efficiency Fuel Filters.txt
3.0 Component Life Management\3.04 Removal & Installation\1. Strategic\Machine Shop Components Lifting Operations Assurance Strategy.pdf,926503,12,15789,error,
3.0 Component Life Management\3.04 Removal & Installation\2. Tactical\740 TYRE - RIM Remove and Install Supporting Tool.pdf,287136,5,4929,ok,texts\3.0 Component Life Management__3.04 Removal & Installation__2. Tactical__740 TYRE - RIM Remove and Install Supporting Tool.txt
3.0 Component Life Management\3.04 Removal & Installation\2. Tactical\777 Final Drive Replacement Stand.pdf,2777750,4,6163,ok,texts\3.0 Component Life Management__3.04 Removal & Installation__2. Tactical__777 Final Drive Replacement Stand.txt
3.0 Component Life Management\3.04 Removal & Installation\2. Tactical\793D Converter Remove & Install Tool.pdf,309182,8,9073,ok,texts\3.0 Component Life Management__3.04 Removal & Installation__2. Tactical__793D Converter Remove & Install Tool.txt
3.0 Component Life Management\3.04 Removal & Installation\2. Tactical\Change Hydraulic Hoses During Major Component R&I.pdf,75139,4,4444,ok,texts\3.0 Component Life Management__3.04 Removal & Installation__2. Tactical__Change Hydraulic Hoses During Major Component R&I.txt
3.0 Component Life Management\3.04 Removal & Installation\2. Tactical\Component Install Kits Improve R&I Process.pdf,3910470,6,7971,ok,texts\3.0 Component Life Management__3.04 Removal & Installation__2. Tactical__Component Install Kits Improve R&I Process.txt
3.0 Component Life Management\3.04 Removal & Installation\2. Tactical\Customer Certification for Major Component Remove & Install.pdf,3779210,6,8105,ok,texts\3.0 Component Life Management__3.04 Removal & Installation__2. Tactical__Customer Certification for Major Component Remove & Install.txt
3.0 Component Life Management\3.04 Removal & Installation\2. Tactical\D11 Converter Remove & Install Tool.pdf,221248,7,8517,ok,texts\3.0 Component Life Management__3.04 Removal & Installation__2. Tactical__D11 Converter Remove & Install Tool.txt
3.0 Component Life Management\3.04 Removal & Installation\2. Tactical\Mining Trucks Dump Body Removal & Install System.pdf,2031904,12,20411,ok,texts\3.0 Component Life Management__3.04 Removal & Installation__2. Tactical__Mining Trucks Dump Body Removal & Install System.txt
3.0 Component Life Management\3.04 Removal & Installation\2. Tactical\Tooling Setup for R&I of Steering Cylinders & Tie Rods in LOHT.pdf,490095,8,8858,error,
3.0 Component Life Management\3.04 Removal & Installation\3. Quick Win\793 Transmission Remove & Install Tool.pdf,5518769,7,7018,ok,texts\3.0 Component Life Management__3.04 Removal & Installation__3. Quick Win__793 Transmission Remove & Install Tool.txt
3.0 Component Life Management\3.04 Removal & Installation\3. Quick Win\Attachment for RI of Steering Accumulators for 797F.pdf,1589264,10,17500,ok,texts\3.0 Component Life Management__3.04 Removal & Installation__3. Quick Win__Attachment for RI of Steering Accumulators for 797F.txt
3.0 Component Life Management\3.04 Removal & Installation\3. Quick Win\Cylinder Head Lifting Jib.pdf,138974,4,5428,ok,texts\3.0 Component Life Management__3.04 Removal & Installation__3. Quick Win__Cylinder Head Lifting Jib.txt
3.0 Component Life Management\3.04 Removal & Installation\3. Quick Win\Manufacture Oversize Hoist Bolt Kit.pdf,640183,10,8838,ok,texts\3.0 Component Life Management__3.04 Removal & Installation__3. Quick Win__Manufacture Oversize Hoist Bolt Kit.txt
3.0 Component Life Management\3.04 Removal & Installation\3. Quick Win\Selective Cleaning Using Dry Ice.pdf,283682,7,11711,ok,texts\3.0 Component Life Management__3.04 Removal & Installation__3. Quick Win__Selective Cleaning Using Dry Ice.txt
3500 Engine Exhaust Manifold Salvage.pdf,829413,5,5261,ok,texts\3500 Engine Exhaust Manifold Salvage.txt
4.0 Component Rebuild (CRC)\4.01 Rebuild Processes (CRC)\1. Strategic\Bore Measuring Tool.pdf,1880950,8,5877,ok,texts\4.0 Component Rebuild (CRC)__4.01 Rebuild Processes (CRC)__1. Strategic__Bore Measuring Tool.txt
4.0 Component Rebuild (CRC)\4.01 Rebuild Processes (CRC)\1. Strategic\Creating Standard Component Rebuild Parts Kits.pdf,407421,7,7658,ok,texts\4.0 Component Rebuild (CRC)__4.01 Rebuild Processes (CRC)__1. Strategic__Creating Standard Component Rebuild Parts Kits.txt
4.0 Component Rebuild (CRC)\4.01 Rebuild Processes (CRC)\1. Strategic\Disassembly Strategy Can Improve Engine Turnaround Time.pdf,2820969,7,6569,ok,texts\4.0 Component Rebuild (CRC)__4.01 Rebuild Processes (CRC)__1. Strategic__Disassembly Strategy Can Improve Engine Turnaround Time.txt
4.0 Component Rebuild (CRC)\4.01 Rebuild Processes (CRC)\1. Strategic\Failure Analysis Process – A Key Tool to Managing Quality.pdf,4568825,7,12461,ok,texts\4.0 Component Rebuild (CRC)__4.01 Rebuild Processes (CRC)__1. Strategic__Failure Analysis Process – A Key Tool to Managing Quality.txt
4.0 Component Rebuild (CRC)\4.01 Rebuild Processes (CRC)\1. Strategic\In-Process Staging Strategy.pdf,335797,6,11109,ok,texts\4.0 Component Rebuild (CRC)__4.01 Rebuild Processes (CRC)__1. Strategic__In-Process Staging Strategy.txt
4.0 Component Rebuild (CRC)\4.01 Rebuild Processes (CRC)\1. Strategic\Labor Efficiency Lowers CRC Costs.pdf,174586,6,10361,ok,texts\4.0 Component Rebuild (CRC)__4.01 Rebuild Processes (CRC)__1. Strategic__Labor Efficiency Lowers CRC Costs.txt
4.0 Component Rebuild (CRC)\4.01 Rebuild Processes (CRC)\1. Strategic\Managing Parts Reuse & Replace Decisions with Dedicated Resource.pdf,101438,4,6173,error,
4.0 Component Rebuild (CRC)\4.01 Rebuild Processes (CRC)\1. Strategic\Material Transport Strategy.pdf,245331,6,13071,ok,texts\4.0 Component Rebuild (CRC)__4.01 Rebuild Processes (CRC)__1. Strategic__Material Transport Strategy.txt
4.0 Component Rebuild (CRC)\4.01 Rebuild Processes (CRC)\1. Strategic\Work Order Photos Administration System.pdf,249123,5,6959,ok,texts\4.0 Component Rebuild (CRC)__4.01 Rebuild Processes (CRC)__1. Strategic__Work Order Photos Administration System.txt
"4.0 Component Rebuild (CRC)\4.01 Rebuild Processes (CRC)\2. Tactical\Alternator, Starting Motor, and ECM Training Test Bench.pdf",1859621,11,10439,ok,"texts\4.0 Component Rebuild (CRC)__4.01 Rebuild Processes (CRC)__2. Tactical__Alternator, Starting Motor, and ECM Training Test Bench.txt"
4.0 Component Rebuild (CRC)\4.01 Rebuild Processes (CRC)\2. Tactical\Cost Effective Gasket and Paint Cleaning Processes.pdf,147114,6,15090,ok,texts\4.0 Component Rebuild (CRC)__4.01 Rebuild Processes (CRC)__2. Tactical__Cost Effective Gasket and Paint Cleaning Processes.txt
4.0 Component Rebuild (CRC)\4.01 Rebuild Processes (CRC)\2. Tactical\Engine Wiring Harness Installation Aid - C175 Engines.pdf,294736,7,6399,ok,texts\4.0 Component Rebuild (CRC)__4.01 Rebuild Processes (CRC)__2. Tactical__Engine Wiring Harness Installation Aid - C175 Engines.txt
4.0 Component Rebuild (CRC)\4.01 Rebuild Processes (CRC)\2. Tactical\Installation of New Rod Pin Bearing by Cooling.pdf,136444,6,6514,ok,texts\4.0 Component Rebuild (CRC)__4.01 Rebuild Processes (CRC)__2. Tactical__Installation of New Rod Pin Bearing by Cooling.txt
4.0 Component Rebuild (CRC)\4.01 Rebuild Processes (CRC)\2. Tactical\Kits for Dynamometer Test.pdf,659567,12,10423,ok,texts\4.0 Component Rebuild (CRC)__4.01 Rebuild Processes (CRC)__2. Tactical__Kits for Dynamometer Test.txt
4.0 Component Rebuild (CRC)\4.01 Rebuild Processes (CRC)\2. Tactical\Machine Rebuild Process Using Pack By Dealer Work Order.pdf,3648890,19,27383,ok,texts\4.0 Component Rebuild (CRC)__4.01 Rebuild Processes (CRC)__2. Tactical__Machine Rebuild Process Using Pack By Dealer Work Order.txt
4.0 Component Rebuild (CRC)\4.01 Rebuild Processes (CRC)\2. Tactical\OHT Rear Wheel End Shipping Covers.pdf,243119,3,3536,ok,texts\4.0 Component Rebuild (CRC)__4.01 Rebuild Processes (CRC)__2. Tactical__OHT Rear Wheel End Shipping Covers.txt
4.0 Component Rebuild (CRC)\4.01 Rebuild Processes (CRC)\2. Tactical\Powertrain Valve Rebuild Strategy.pdf,169457,5,10142,ok,texts\4.0 Component Rebuild (CRC)__4.01 Rebuild Processes (CRC)__2. Tactical__Powertrain Valve Rebuild Strategy.txt
4.0 Component Rebuild (CRC)\4.01 Rebuild Processes (CRC)\2. Tactical\Transmission Control Valve Test Bench.pdf,1112933,6,12803,ok,texts\4.0 Component Rebuild (CRC)__4.01 Rebuild Processes (CRC)__2. Tactical__Transmission Control Valve Test Bench.txt
4.0 Component Rebuild (CRC)\4.01 Rebuild Processes (CRC)\2. Tactical\Use Cameras to Conduct CRC Process Reviews.pdf,211090,4,4792,ok,texts\4.0 Component Rebuild (CRC)__4.01 Rebuild Processes (CRC)__2. Tactical__Use Cameras to Conduct CRC Process Reviews.txt
4.0 Component Rebuild (CRC)\4.01 Rebuild Processes (CRC)\2. Tactical\Wireless Pager System Optimizes Workflow Process.pdf,397023,6,7839,ok,texts\4.0 Component Rebuild (CRC)__4.01 Rebuild Processes (CRC)__2. Tactical__Wireless Pager System Optimizes Workflow Process.txt
4.0 Component Rebuild (CRC)\4.01 Rebuild Processes (CRC)\3. Quick Win\980H Differential Brake Test.pdf,704937,6,6077,ok,texts\4.0 Component Rebuild (CRC)__4.01 Rebuild Processes (CRC)__3. Quick Win__980H Differential Brake Test.txt
4.0 Component Rebuild (CRC)\4.01 Rebuild Processes (CRC)\3. Quick Win\C175 ID Tags for Engines that Require Thicker Integral Seals.pdf,152445,4,4008,ok,texts\4.0 Component Rebuild (CRC)__4.01 Rebuild Processes (CRC)__3. Quick Win__C175 ID Tags for Engines that Require Thicker Integral Seals.txt
4.0 Component Rebuild (CRC)\4.01 Rebuild Processes (CRC)\3. Quick Win\C175 Main Oil Gallery - D&A Debris Protection.pdf,62013,3,3924,ok,texts\4.0 Component Rebuild (CRC)__4.01 Rebuild Processes (CRC)__3. Quick Win__C175 Main Oil Gallery - D&A Debris Protection.txt
4.0 Component Rebuild (CRC)\4.01 Rebuild Processes (CRC)\3. Quick Win\Computerized Torques Wrenches Used to Improve Quality Control.pdf,61210,3,4161,ok,texts\4.0 Component Rebuild (CRC)__4.01 Rebuild Processes (CRC)__3. Quick Win__Computerized Torques Wrenches Used to Improve Quality Control.txt
4.0 Component Rebuild (CRC)\4.01 Rebuild Processes (CRC)\3. Quick Win\Exhaust Manifold Lifting Tool - C175 Engines.pdf,247467,5,5256,ok,texts\4.0 Component Rebuild (CRC)__4.01 Rebuild Processes (CRC)__3. Quick Win__Exhaust Manifold Lifting Tool - C175 Engines.txt
4.0 Component Rebuild (CRC)\4.01 Rebuild Processes (CRC)\3. Quick Win\Fluid Cooler Testing Basin.pdf,343515,5,8774,ok,texts\4.0 Component Rebuild (CRC)__4.01 Rebuild Processes (CRC)__3. Quick Win__Fluid Cooler Testing Basin.txt
4.0 Component Rebuild (CRC)\4.01 Rebuild Processes (CRC)\3. Quick Win\Improved 3500 Engine Exhaust Manifold Salvage.pdf,117366,4,4495,ok,texts\4.0 Component Rebuild (CRC)__4.01 Rebuild Processes (CRC)__3. Quick Win__Improved 3500 Engine Exhaust Manifold Salvage.txt
"4.0 Component Rebuild (CRC)\4.01 Rebuild Processes (CRC)\3. Quick Win\Piston, Rod, & Liner Staging Equipment.pdf",139442,5,9394,ok,"texts\4.0 Component Rebuild (CRC)__4.01 Rebuild Processes (CRC)__3. Quick Win__Piston, Rod, & Liner Staging Equipment.txt"
4.0 Component Rebuild (CRC)\4.01 Rebuild Processes (CRC)\3. Quick Win\Plastic Media Used for Major Component Cleaning and Paint Removal.pdf,3142313,7,5578,error,
4.0 Component Rebuild (CRC)\4.01 Rebuild Processes (CRC)\3. Quick Win\Process for Removing Rust from Fuel Tanks.pdf,359739,10,8569,ok,texts\4.0 Component Rebuild (CRC)__4.01 Rebuild Processes (CRC)__3. Quick Win__Process for Removing Rust from Fuel Tanks.txt
"4.0 Component Rebuild (CRC)\4.01 Rebuild Processes (CRC)\3. Quick Win\Short Block Kits Save Time, Improve Quality.pdf",220847,4,4798,ok,"texts\4.0 Component Rebuild (CRC)__4.01 Rebuild Processes (CRC)__3. Quick Win__Short Block Kits Save Time, Improve Quality.txt"
4.0 Component Rebuild (CRC)\4.01 Rebuild Processes (CRC)\3. Quick Win\Storage Device to Transport Brake Discs.pdf,634025,7,5539,ok,texts\4.0 Component Rebuild (CRC)__4.01 Rebuild Processes (CRC)__3. Quick Win__Storage Device to Transport Brake Discs.txt
4.0 Component Rebuild (CRC)\4.01 Rebuild Processes (CRC)\3. Quick Win\Storage Stand For Adapters And Plates Used In Transmission.pdf,607123,4,4136,ok,texts\4.0 Component Rebuild (CRC)__4.01 Rebuild Processes (CRC)__3. Quick Win__Storage Stand For Adapters And Plates Used In Transmission.txt
4.0 Component Rebuild (CRC)\4.01 Rebuild Processes (CRC)\3. Quick Win\Tool to Install Transmission Control Valve 383-7597 Ring Retainer.pdf,259527,6,5053,error,
4.0 Component Rebuild (CRC)\4.02 Salvage Processes (Shop)\1. Strategic\Managing Parts Reuse & Replace Decisions with Dedicated Resource.pdf,101438,4,6173,error,
4.0 Component Rebuild (CRC)\4.02 Salvage Processes (Shop)\2. Tactical\3500 Cylinder Head Water Passage Fixture.pdf,707442,8,6346,ok,texts\4.0 Component Rebuild (CRC)__4.02 Salvage Processes (Shop)__2. Tactical__3500 Cylinder Head Water Passage Fixture.txt
4.0 Component Rebuild (CRC)\4.02 Salvage Processes (Shop)\2. Tactical\3500 Engine Series Water Lines Group Parts Salvage.pdf,2263614,11,8671,ok,texts\4.0 Component Rebuild (CRC)__4.02 Salvage Processes (Shop)__2. Tactical__3500 Engine Series Water Lines Group Parts Salvage.txt
4.0 Component Rebuild (CRC)\4.02 Salvage Processes (Shop)\2. Tactical\Cleaning and Recycling of Metallic Waste in Machining Shop.pdf,239827,6,5324,ok,texts\4.0 Component Rebuild (CRC)__4.02 Salvage Processes (Shop)__2. Tactical__Cleaning and Recycling of Metallic Waste in Machining Shop.txt
4.0 Component Rebuild (CRC)\4.02 Salvage Processes (Shop)\2. Tactical\Cost and Time Reduction Using Tap Thread Coated with Vanadium.pdf,143868,4,4009,ok,texts\4.0 Component Rebuild (CRC)__4.02 Salvage Processes (Shop)__2. Tactical__Cost and Time Reduction Using Tap Thread Coated with Vanadium.txt
4.0 Component Rebuild (CRC)\4.02 Salvage Processes (Shop)\2. Tactical\Salvage Jobs Standardization.pdf,96283,5,6935,ok,texts\4.0 Component Rebuild (CRC)__4.02 Salvage Processes (Shop)__2. Tactical__Salvage Jobs Standardization.txt
4.0 Component Rebuild (CRC)\4.02 Salvage Processes (Shop)\2. Tactical\Salvage Mounting Surfaces of the Track Guides.pdf,193695,9,7492,ok,texts\4.0 Component Rebuild (CRC)__4.02 Salvage Processes (Shop)__2. Tactical__Salvage Mounting Surfaces of the Track Guides.txt
4.0 Component Rebuild (CRC)\4.02 Salvage Processes (Shop)\2. Tactical\Salvage Of Pin Slot Using Standard Sleeve.pdf,205647,7,7175,ok,texts\4.0 Component Rebuild (CRC)__4.02 Salvage Processes (Shop)__2. Tactical__Salvage Of Pin Slot Using Standard Sleeve.txt
4.0 Component Rebuild (CRC)\4.02 Salvage Processes (Shop)\3. Quick Win\Hydraulic Cylinder Head Salvage by Installing Bronze Bushing.pdf,112554,4,5852,ok,texts\4.0 Component Rebuild (CRC)__4.02 Salvage Processes (Shop)__3. Quick Win__Hydraulic Cylinder Head Salvage by Installing Bronze Bushing.txt
4.0 Component Rebuild (CRC)\4.02 Salvage Processes (Shop)\3. Quick Win\Improved 3500 Engine Exhaust Manifold Salvage.pdf,117366,4,4495,ok,texts\4.0 Component Rebuild (CRC)__4.02 Salvage Processes (Shop)__3. Quick Win__Improved 3500 Engine Exhaust Manifold Salvage.txt
4.0 Component Rebuild (CRC)\4.02 Salvage Processes (Shop)\3. Quick Win\Reconditioning of Cylinder Block – Cleaning of Metal Spray Waste.pdf,388168,7,9226,error,
4.0 Component Rebuild (CRC)\4.02 Salvage Processes (Shop)\3. Quick Win\Tooling for Deburring Cylinder Block Top Deck after Machining.pdf,129021,5,5151,error,
4.0 Component Rebuild (CRC)\4.02 Salvage Processes (Shop)\3. Quick Win\Use of Thermography Camera to Control Quality of Welding.pdf,174655,6,6751,ok,texts\4.0 Component Rebuild (CRC)__4.02 Salvage Processes (Shop)__3. Quick Win__Use of Thermography Camera to Control Quality of Welding.txt
4.0 Component Rebuild (CRC)\4.03 Facility & Tooling\1. Strategic\Work area optimization (5S).pdf,225411,7,9172,ok,texts\4.0 Component Rebuild (CRC)__4.03 Facility & Tooling__1. Strategic__Work area optimization (5S).txt
4.0 Component Rebuild (CRC)\4.03 Facility & Tooling\2. Tactical\3500 Crankshaft and Camshaft Storage.pdf,700893,10,11460,ok,texts\4.0 Component Rebuild (CRC)__4.03 Facility & Tooling__2. Tactical__3500 Crankshaft and Camshaft Storage.txt
4.0 Component Rebuild (CRC)\4.03 Facility & Tooling\2. Tactical\3500 Engine Aftercooler Assembly Test.pdf,338781,4,4629,ok,texts\4.0 Component Rebuild (CRC)__4.03 Facility & Tooling__2. Tactical__3500 Engine Aftercooler Assembly Test.txt
4.0 Component Rebuild (CRC)\4.03 Facility & Tooling\2. Tactical\3500 Engine Cylinder Head Group Lifting Tool.pdf,1497818,9,7636,ok,texts\4.0 Component Rebuild (CRC)__4.03 Facility & Tooling__2. Tactical__3500 Engine Cylinder Head Group Lifting Tool.txt
